,,All Donors,Kidney,Liver,Heart,Pancreas,Lung,Intestine
440048-TX1 BAPTIST MEMORIAL HOSPITAL - MEMPHIS,,12,11,11,5,0,3,0
440049-N04 METHODIST NORTH HOSPITAL,,2,2,1,1,0,0,0
440049-TX1 METHODIST UNIVERSITY HOSPITAL,,28,25,21,5,1,7,0
440053-NMB Saint Thomas Rutherford Hospital,,16,16,12,5,0,5,0
440056-NMB JEFFERSON MEMORIAL HOSPITAL,,1,1,0,0,0,0,0
440059-NMB COOKVILLE REGIONAL MEDICAL CENTER,,4,4,3,0,0,0,0
440063-TX1 JOHNSON CITY MEDICAL CENTER,,32,30,24,14,4,9,1
440065-NMB NORTHCREST MEDICAL CENTER,,1,1,0,0,0,0,0
440073-NMB MAURY REGIONAL HOSPITAL,,8,7,6,1,0,1,0
440081-NMB LeConte Medical Center,,2,2,2,1,0,0,0
440082-TX1 Saint Thomas West Hospital,,16,16,12,3,0,0,0
440091-NMB MEMORIAL HOSPITAL,,19,17,13,2,2,4,0
440103-NMB MEMORIAL HOSPITAL HIXON,,1,1,1,0,0,1,0
440104-TX1 ERLANGER MEDICAL CENTER,,62,55,48,15,2,12,0
440110-NMB FORT LOUDON MEDICAL CENTER,,2,2,2,1,0,1,0
440120-N01 North Knoxville Medical Center,,5,3,3,3,0,0,0
440125-NMB FORT SANDERS REGIONAL MEDICAL CENTER,,20,19,17,3,0,6,0
440133-NMB Saint Thomas Midtown Hospital,,5,4,4,1,0,2,0
440150-NMB TriStar Summit Medical Center,,7,6,4,4,0,3,0
440152-NMB Regional One Health,,22,22,17,14,6,8,1
440156-NMB PARKRIDGE HOSP,,9,8,7,1,1,2,0
440161-TX1 TriStar Centennial Medical Center,,10,9,8,4,2,3,0
440173-NMB PARKWEST MEDICAL CENTER,,9,7,8,1,0,0,0
440178-NMB PARKRIDGE EAST HOSPITAL,,1,1,1,0,0,0,0
440183-NMB ST FRANCIS HOSPITAL MEMPHIS,,18,15,15,5,2,5,0
440193-NMB Tennova Healthcare-Lebanon (University Medical Ce,,3,3,1,1,0,0,0
440194-NMB TriStar Hendersonville Medical Center,,1,1,1,1,0,1,0
440197-NMB TriStar Southern Hills Medical Center,,9,9,7,3,0,2,0
440226-NMB Turkey Creek Medical Center,,10,10,7,1,1,1,0
440227-NMB TriStar StoneCrest Medical Center,,1,1,1,1,0,0,0
443301-TX1 LEBONHEUR CHILDRENS MEDICAL CENTER,,2,2,2,2,1,1,0
443303-NMB EAST TENNESSEE CHILDRENS HOSP,,2,1,2,2,1,0,1
450011-NMB CHI St. Joseph Health- Bryan,,9,8,8,6,2,7,0
450015-TX1 PARKLAND MEMORIAL HOSPITAL,,13,13,10,7,0,8,0
450016-N02 MCALLEN HEART HOSPITAL,,1,1,1,0,0,0,0
450018-TX1 UNIVERSITY OF TEXAS-MED BRANCH,,12,10,10,2,0,5,0
450021-TX1 BAYLOR UNIVERSITY MEDICAL CTR,,42,32,26,20,10,23,0
450023-NMB CITIZENS MEDICAL CENTER,,1,1,0,0,0,0,0
450024-NMB University Medical Center of El Paso,,13,11,11,4,1,6,0
450025-NMB United Regional Health Care (11th Street),,4,4,3,2,0,1,0
450029-NMB MERCY REGIONAL MEDICAL CENTER,,3,1,3,0,0,0,0
450031-NMB Dallas Regional Medical Center (Mesquite),,4,3,4,0,0,1,0
450033-NMB VALLEY BAPTIST MEDICAL CENTER - HARLINGEN,,13,13,13,6,0,4,0
450034-NMB ST ELIZABETH HOSP,,11,10,9,3,0,4,0
450035-NMB St. Joseph's Hospital Houston,,4,4,2,2,0,1,0
450037-NMB GOOD SHEPHERD MEDICAL CENTER,,8,5,5,1,0,2,0
450039-NMB JOHN PETER SMITH HOSP,,18,18,14,8,4,9,0
450042-NMB Providence Hospital - Waco,,4,4,3,0,0,2,0
450044-TX1 Clements University Hospital,,3,2,2,0,0,1,0
450051-TX1 METHODIST MEDICAL CENTER,,20,17,16,9,1,12,0
450054-TX1 BAYLOR SCOTT & WHITE MEMORIAL HOSPITAL,,16,14,16,9,1,9,0
450056-TX1 SETON MEDICAL CENTER,,4,4,3,0,0,1,0
450058-N01 NORTH CENTRAL BAPTIST HOSPITAL,,3,3,3,2,0,2,0
450058-N02 NORTH EAST BAPTIST HOSPITAL,,1,0,1,0,0,0,0
450058-N03 MISSION TRAIL,,1,1,0,0,0,0,0
450058-N04 ST LUKE'S BAPTIST HOSPITAL,,3,3,1,0,0,1,0
450058-NMB BAPTIST MEDICAL CENTER,,1,0,1,0,0,0,0
450064-NMB TEXAS HEALTH ARLINGTON MEMORIAL,,5,5,5,2,1,3,0
450068-TX1 Memorial HERMANN HOSPITAL,,50,48,43,15,4,14,0
450072-NMB BRAZOSPORT REGIONAL HEALTH SYSTEMS,,2,2,2,0,0,1,0
450079-NMB Baylor Medical Center at Irving,,3,3,2,1,1,1,0
450083-TX1 EAST TEXAS MEDICAL CENTER,,39,36,32,13,3,16,0
450087-NMB NORTH HILLS MEDICAL CENTER,,2,1,2,0,0,1,0
450097-NMB BAYSHORE MED CTR,,4,4,3,2,1,0,0
450101-NMB HILLCREST BAPTIST MEDICAL CTR,,8,8,7,4,0,4,0
450102-NMB Trinity Mother Frances Hospital,,25,22,19,9,1,10,0
450107-NMB Las Palmas Medical Center,,1,1,0,0,0,0,0
450119-N02 MCALLEN MEDICAL CENTER,,8,8,5,2,0,3,0
450119-NMB EDINBURG REGIONAL MEDICAL CENTER,,1,1,1,0,0,0,0
450124-NMB DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS,,4,4,3,1,0,0,0
450124-TX1 UNIVERSITY MEDICAL CENTER BRACKENRIDGE,,16,16,12,9,1,5,0
450128-NMB KNAPP MEDICAL CENTER,,1,0,1,0,0,0,0
450132-NMB MEDICAL CENTER HOSP (ODESSA,,15,14,14,10,0,6,0
450133-NMB MIDLAND MEMORIAL HOSP,,5,5,2,2,1,4,0
450135-TX1 TEXAS HEALTH FORT WORTH,,51,49,36,14,2,21,0
450137-NMB BAYLOR ALL SAINTS MEDICAL CENTER at FORT WORTH,,3,3,0,0,0,1,0
450152-NMB METROPLEX HOSPITAL,,1,1,1,0,0,0,0
450176-NMB MISSION HOSPITAL INC,,1,1,1,0,0,0,0
450184-N01 MEMORIAL HERMANN SOUTHEAST,,2,2,1,0,0,0,0
450184-N02 Memorial Hermann Greater Heights,,3,3,2,1,0,0,0
450184-NMB MEMORIAL HERMANN SOUTHWEST HOSPITAL,,6,4,4,1,0,2,0
450193-TX1 CHI Health Baylor St. Luke's Medical Center,,9,9,5,4,0,1,0
450195-NMB Mainland Regional Health Care System,,3,3,0,1,0,1,0
450196-NMB Paris Regional Medical Center,,1,1,1,1,0,0,0
450209-NMB NORTHWEST TEXAS HOSP,,10,10,8,8,0,5,0
450213-TX1 UTHSC AT SAN ANTONIO,,48,47,36,17,1,13,0
450222-NMB CONROE REGIONAL MEDICAL CENTER,,21,19,20,10,3,9,1
450229-NMB HENDERICK MEDICAL CENTER,,7,6,6,0,0,3,0
450231-NMB BAPTIST ST ANTHONYS HOSP,,10,9,6,1,0,3,0
450237-N10 Childrens Hospital of San Antonio,,1,1,1,1,0,0,0
450271-NMB Wise Health System,,1,1,1,0,0,1,0
450289-N01 BEN TAUB GENERAL HOSPITAL,,15,15,11,10,3,2,0
450324-NMB TEXOMA MEDICAL CENTER,,8,7,6,3,0,4,0
450330-NMB Oak Bend Hospital,,1,1,0,0,0,0,0
450346-NMB Baptist Hospital of Southeast TX (Beaumont),,3,2,2,0,0,3,0
450352-NMB Presbyterian Hospital of Greenville,,4,4,3,0,0,0,0
450358-NMB Houston Methodist Sugar Land Hospital,,3,2,3,0,0,0,0
450358-TX1 Houston Methodist Hospital,,17,16,5,3,0,2,0
450372-NMB Baylor Medical Center at Ellis County - Waxahachi,,3,3,3,1,0,2,0
450388-N01 NORTH EAST METHODIST HOSPITAL,,2,2,2,0,0,1,0
450388-NMB METHODIST HOSPITAL,,17,16,14,5,1,11,0
450388-TX1 Methodist Specialty and Transplant Hospital,,1,1,1,1,0,0,0
450389-NMB East Texas Medical Center - Athens,,1,1,1,1,0,1,0
450403-NMB Medical Center of McKinney,,4,4,4,2,0,3,0
"450416-NMB Presbyterian Hospital, Denton",,2,2,1,0,0,1,0
450424-NMB Houston Methodist San Jacinto Hospital,,7,7,3,2,0,2,0
450431-NMB ST DAVID'S MEDICAL CENTER,,12,7,12,5,1,3,0
450457-TX1 METHODIST HOSPITAL,,12,10,10,3,0,3,0
450462-NMB PRESBYTERIAN HOSP,,24,20,22,5,2,10,0
450469-NMB WILSON N JONES MEMORIAL HOSP,,2,2,2,2,0,1,0
450484-NMB WOODLAND HEIGHTS MED CTR,,1,0,1,0,0,0,0
450518-NMB Medical Center of Southeast Texas,,2,2,2,0,0,0,0
450537-NMB Methodist Richardson Regional MC,,7,5,5,1,0,4,0
450563-NMB BAYLOR MED CTR AT GRAPEVINE,,12,12,9,4,1,4,0
450571-N01 SHANNON MEDICAL CENTER,,5,4,4,0,0,1,0
450596-NMB LAKE GRANBURY MEDICAL CENTER,,1,1,1,0,0,0,0
450610-NMB MEMORIAL HERMANN MEMORIAL CITY Hospital,,4,4,4,1,0,1,0
450617-NMB CLEAR LAKE REGIONAL  HOSPITAL,,12,12,11,6,0,5,0
450633-NMB METROPOLITAN METHODIST,,1,1,0,1,0,1,0
450634-NMB Denton Regional Medical Center,,8,7,7,2,2,3,0
450638-NMB HOUSTON NORTHWEST MEDICAL CTR,,12,12,9,5,0,6,0
450639-NMB TEXAS HEALTH HEB,,6,6,6,2,0,1,0
450643-NMB DOCTORS HOSPITAL LAREDO,,7,7,6,2,0,3,0
450644-NMB WEST HOUSTON MEDICAL CENTER,,4,4,3,1,0,0,0
450646-NMB Del Sol Medical Center,,12,10,11,3,2,4,0
450647-TX1 MEDICAL CITY DALLAS HOSPITAL,,12,10,9,8,2,7,1
450651-NMB MEDICAL CENTER OF PLANO,,28,25,21,8,2,14,0
450659-NMB PARK PLAZA HOSPITAL,,1,1,1,0,0,0,0
450661-NMB Odessa Regional Hospital,,2,2,1,1,0,1,0
450662-NMB VALLEY REGIONAL MED CTR,,2,2,1,0,0,0,0
450668-TX1 SIERRA MEDICAL CENTER,,9,9,5,2,0,2,0
450669-NMB MEDICAL CENTER OF LEWISVILLE,,3,2,2,1,0,2,0
450670-NMB TOMBALL REGIONAL HOSPITAL,,2,2,2,1,0,1,0
450672-NMB Plaza Medical Center,,11,11,10,2,0,5,0
450675-NMB Medical Center of Arlington,,14,12,10,3,1,5,0
450677-NMB Texas Health Huguley Hospital,,5,4,3,0,0,1,0
"450678-NMB DOCTORS HOSPITAL, Dallas",,1,1,0,0,0,0,0
450684-NMB NORTHEAST MEDICAL CENTER HOSP,,3,3,2,1,1,1,0
450686-TX1 UNIVERSITY MEDICAL CENTER,,21,21,16,11,1,6,0
45069F-TX1 San Antonio Military Medical Center,,10,10,10,6,3,4,0
450702-NMB LONGVIEW REGIONAL HOSPITAL,,1,1,0,0,0,1,0
450709-NMB Houston Methodist St. John Hospital,,2,2,2,0,0,0,0
450713-NMB St Davids South Austin Medical Center,,8,8,4,4,1,2,0
450718-NMB St. David's Round Rock Medical Center,,12,12,11,9,4,7,0
450723-NMB CHARLTON METHODIST HOSPITAL,,8,7,6,2,0,3,0
450732-NMB MEMORIAL HERMANN THE WOODLANDS,,8,5,5,0,0,2,0
450742-NMB LAKE POINTE MEDICAL CENTER,,1,1,1,1,0,1,0
450779-NMB TEXAS HEALTH SOUTHWEST FORT WORTH,,1,1,0,0,0,0,0
450788-N02 Doctor's Regional Medical Center,,5,4,2,0,0,4,0
450809-NMB ST. Davids NORTH AUSTIN MEDICAL CENTER,,4,4,3,1,0,1,0
450824-NMB HEART HOSPITAL OF AUSTIN,,1,1,1,0,0,0,0
450840-NMB PRESBYTERIAN HOSPITAL ALLEN,,1,1,0,0,0,0,0
450844-NMB Houston Methodist Willowbrook Hosptial,,7,7,6,1,0,3,0
450862-NMB CHI St. Luke's Health - The Woodlands Hospital,,1,1,0,0,0,0,0
450869-NMB DOCTORS HOSPITAL AT RENAISSANCE EDINBURG,,6,4,3,0,0,3,0
450885-NMB CENTENNIAL MEDICAL CENTER,,1,1,1,0,0,1,0
450890-NMB Baylor Medical Center Plano,,2,2,0,1,0,1,0
453050-NMB KINGWOOD MEDICAL CENTER,,20,19,12,9,1,7,0
453300-TX1 COOK FT WORTH CHILDRENS MED CT,,6,6,4,2,2,1,0
453301-NMB Driscoll Childrens Hospital,,1,1,1,1,1,0,0
453302-TX1 CHILDRENS MED CTR OF DALLAS,,12,12,11,8,3,3,1
453304-TX1 TEXAS CHILDRENS HOSP,,12,12,7,4,0,2,0
453306-NMB Covenant Children's Hospital,,4,4,4,4,0,1,0
453313-NMB El Paso Children's Hospital,,1,1,1,1,0,0,0
460001-NMB UTAH VALLEY HOSPITAL,,12,11,11,2,1,2,0
460003-NMB SALT LAKE REGIONAL,,1,1,0,0,0,0,0
460004-NMB MCKAY-DEE HOSPITAL CENTER,,14,13,10,6,1,3,0
460005-NMB OGDEN REGIONAL MED CENTER,,11,11,9,4,0,0,0
460006-N01 LDS HOSPITAL,,3,3,3,1,0,0,0
460007-NMB CEDAR CITY HOSPITAL,,1,1,1,0,0,0,0
460009-TX1 UNIVERSITY OF UTAH HOSP,,34,32,27,7,2,4,0
460010-NMB Intermountain Medical Center,,53,50,46,25,3,10,0
460013-NMB MOUNTAIN VIEW HOSP,,1,1,0,0,0,0,0
460021-NMB Dixie Regional Medical Center,,15,15,14,2,1,2,0
460023-NMB American Fork Hospital,,1,1,0,0,0,0,0
460041-NMB DAVIS HOSPITAL,,3,3,3,0,0,1,0
460042-NMB LAKEVIEW HOSPITAL,,2,2,1,0,0,0,0
460047-NMB ST MARK'S HOSPITAL,,15,15,13,6,2,6,0
460051-N01 JORDAN VALLEY MEDICAL CENTER - WVC,,5,5,3,2,0,0,0
460051-NMB JORDAN VALLEY HOSPITAL,,5,5,5,2,0,1,0
460052-NMB TIMPANOGOS REGIONAL HOSPITAL,,2,2,2,1,1,0,0
463301-NMB PRIMARY CHILDRENS HOSPITAL,,11,11,8,3,1,1,0
470001-NMB CENTRAL VERMONT HOSPITAL,,2,2,2,0,0,0,0
470003-TX1 University of Vermont Medical Center,,21,20,20,11,5,4,0
470005-NMB RUTLAND REGIONAL MEDICAL CTR,,2,2,1,0,0,0,0
490005-NMB Winchester Medical Center,,9,9,8,1,0,1,0
490007-TX1 Sentara Norfolk General Hospital,,20,18,15,6,3,9,0
490009-TX1 UN OF VA HOSP & CHILDRENS REHA,,24,23,18,9,4,5,0
490013-NMB HALIFAX REGIONAL  MEDICAL CENTER,,2,2,1,2,0,2,0
490017-NMB Bon Secours Maryview Medical Center,,1,1,1,1,0,0,0
490018-NMB Augusta Health,,2,2,2,0,0,0,0
490020-NMB John Randolph Medical Center,,1,1,1,0,0,1,0
490022-NMB Mary Washington Hospital,,13,11,11,2,2,3,0
490023-NMB THE FAUQUIER HOSPITAL,,1,1,1,1,0,1,0
490024-TX1 Carilion Roanoke Memorial Hospital (Carilion Clin,,30,30,17,13,2,5,1
490028-NMB CJW Medical Center - Johnston-Willis Hospital,,9,9,9,2,0,2,0
490032-TX1 VCU Health Systems/ MCV Hospitals,,39,36,28,14,5,14,1
490040-NMB ALEXANDRIA HOSPITAL,,2,2,2,0,0,0,0
490042-NMB Carilion New River Valley Medical Center,,4,4,2,1,1,1,0
490043-NMB LOUDOUN MEMORIAL HOSPITAL,,2,2,2,1,0,1,0
490044-NMB Sentara Obici Hospital,,2,2,2,1,0,1,0
490046-NMB SENTARA LEIGH HOSPITAL,,5,5,2,2,0,1,0
490048-NMB LewisGale Medical Center,,7,7,4,0,0,1,0
490050-NMB VIRGINIA HOSPITAL CENTER,,3,3,3,1,1,1,0
490052-NMB Riverside Regional Medical Center,,17,17,13,8,5,7,0
490053-NMB JOHNSTON MEMORIAL HOSP,,3,3,2,0,0,0,0
490057-NMB Sentara Virginia Beach General Hospital,,10,10,8,2,1,6,0
490059-NMB Bon Secours St. Mary's Hospital,,13,13,6,1,0,2,0
490063-TX1 FAIRFAX HOSP,,35,32,28,10,4,8,0
490066-NMB Sentara Williamsburg Regional Medical Center,,3,3,3,0,1,1,0
490067-NMB SOUTHSIDE REGIONAL MEDICAL CTR,,3,3,2,1,1,1,0
490069-NMB Bon Secours Memorial Regional Medical Center,,7,6,5,2,0,2,0
490075-NMB DANVILLE REGIONAL MEDICAL CENTER,,1,1,1,0,0,0,0
490077-NMB Martha Jefferson Hospital,,2,2,2,1,0,1,0
49008F-NMB Naval Medical Center Portsmouth,,1,1,1,1,0,1,0
490093-NMB Sentara Careplex Hospital,,1,1,1,1,0,0,0
490095-NMB Centra Lynchburg General Hospital,,10,10,6,0,0,0,0
490107-NMB RESTON MED CENTER,,6,6,5,2,2,2,0
490112-NMB CJW Medical Center - Chippenham Hospital,,7,6,6,3,1,0,0
490113-NMB POTOMAC HOSPITAL,,5,3,4,1,0,2,0
490118-TX1 Henrico Doctors' Hospital--Forest Campus,,6,6,4,2,0,1,0
490119-NMB Sentara Princess Anne Hospital,,4,4,4,1,0,2,0
490120-NMB Chesapeake Regional Medical Center,,4,4,1,1,0,2,0
490122-NMB MOUNT VERNON HOSP,,1,1,1,0,0,1,0
490136-NMB Bon Secours St Francis Health Center,,4,4,4,0,0,0,0
490141-NMB SPOTSYLVANIA REGIONAL MEDICAL CENTER,,1,0,1,0,0,0,0
493301-TX1 Childrens' Hospital of the King's Daughters,,2,1,2,1,1,0,0
500001-NMB NORTHWEST HOSPITAL,,7,7,7,5,0,0,0
500002-NMB Providence ST MARY MEDICAL CENTER,,1,1,1,1,0,1,0
500003-NMB SKAGIT VALLEY HOSP & HEALTH CT,,2,2,2,1,1,1,0
500005-TX1 VIRGINIA MASON MEDICAL CENTER,,3,3,1,1,0,0,0
500008-TX1 UNIVERSITY OF WASHINGTON MEDICAL CENTER,,8,8,7,2,0,0,0
500009-NMB PROVIDENCE HOSPITAL,,23,23,17,7,1,6,0
500011-NMB HIGHLINE COMMUNITY HOSPITAL,,2,2,2,2,0,0,0
500015-NMB MULTICARE AUBURN REGIONAL HOSPITAL,,2,2,2,0,0,0,0
500016-NMB CONFLUENCE HEALTH CENTRAL WASHINGTON HOSPITAL,,4,4,4,1,0,0,0
500024-NMB ST PETER HOSPITAL,,11,11,5,1,1,2,0
500025-NMB SWEDISH CHERRY HILL MEDICAL CENTER,,13,13,8,1,0,2,0
500026-NMB Swedish Medical Center Edmonds,,3,3,3,2,0,1,0
500027-TX1 SWEDISH MEDICAL CENTER,,2,2,0,0,0,0,0
500030-NMB ST JOSEPH'S HOSPITAL,,8,8,7,3,0,0,0
500033-NMB SAMARITAN HOSPITAL,,1,1,0,0,0,0,0
500036-NMB YAKIMA VALLEY MEMORIAL HOSP,,8,8,6,4,1,1,0
500041-NMB Peacehealth St.  John Medical Center,,1,1,1,0,0,0,0
500044-NMB DEACONESS MEDICAL CENTER,,5,5,4,2,0,0,0
500050-NMB Peacehealth Southwest Medical Center,,16,14,13,6,2,5,0
500051-NMB OVERLAKE HOSPITAL MEDICAL CTR,,10,10,8,3,0,4,0
500053-NMB TRIOS HEALTH,,1,1,0,0,0,0,0
500054-TX1 SACRED HEART MEDICAL CENTER,,53,52,41,20,5,12,0
500058-NMB KADLEC MEDICAL CENTER,,9,9,8,4,0,1,0
50005F-NMB MADIGAN ARMY MEDICAL CENTER,,1,1,1,1,1,0,0
500064-NMB HARBORVIEW MEDICAL CENTER,,75,73,62,33,3,12,0
500077-NMB PROVIDENCE HOLY FAMILY HOSPITAL,,2,2,2,1,0,0,0
500079-NMB GOOD SAMARITAN HOSPITAL,,13,12,10,1,0,0,0
500088-NMB VALLEY MEDICAL CENTER - RENTON,,11,11,8,3,0,4,0
500108-NMB ST. JOSEPH'S - TACOMA,,19,18,18,5,0,3,0
500119-NMB VALLEY HOSPITAL - SPOKANE,,1,1,0,0,0,0,0
500124-NMB EVERGREEN HOSPITAL MEDICAL CTR,,6,6,4,2,0,0,0
500129-NMB MULTICARE TACOMA GENERAL HOSPITAL,,19,18,14,7,1,7,0
500141-NMB ST FRANCIS COMMUNITY HOSPITAL,,6,6,6,3,0,0,0
500150-NMB Legacy Salmon Creek Hospital,,5,5,2,1,0,1,0
500151-NMB ST ANTHONY HOSPITAL,,1,1,0,0,0,0,0
500152-NMB Swedish Medical Center - Issaquah,,3,2,3,1,0,1,0
503300-TX1 SEATTLE CHILDREN'S HOSPITAL & MED. CTR,,3,3,3,1,0,0,0
503301-NMB MARY BRIDGE CHILDREN'S HLTH CT,,2,2,1,1,0,0,0
510001-TX1 WEST VIRGINIA UNIVERSITY HOSPITALS,,47,45,39,17,4,7,0
510006-NMB UNITED HOSPITAL CENTER,,2,2,1,0,0,0,0
510007-NMB SMWV- ST MARYS HOSP,,19,16,15,8,1,2,0
510008-NMB City Hospital,,4,4,3,1,0,0,0
510022-N01 CHARLESTON AREA MEDICAL CENTER MEMORIAL,,15,11,10,1,1,3,1
510022-N02 CAMC WOMEN & CHILDREN'S,,2,2,2,2,0,0,1
510022-TX1 CHARLESTON AREA MEDICAL CTR,,33,31,26,11,3,4,0
510023-NMB WEIRTON MEDICAL CENTER,,2,1,2,0,0,1,0
510024-NMB MONONGALIA GENERAL HOSPITAL,,2,1,1,0,0,2,0
510029-NMB THOMAS MEMORIAL HOSPITAL,,5,4,5,1,0,0,0
510046-NMB PRINCETON COMMUNITY HOSPITAL,,2,2,2,1,0,1,0
510050-NMB WHEELING HOSPITAL,,10,9,9,2,1,3,0
510055-NMB CHWV- CABELL-HUNTINGTON HOSP,,9,8,8,5,4,1,0
510058-NMB CAMDEN CLARK MEDICAL CENTER-MEMORIAL CAMPUS,,4,3,4,1,0,1,0
510070-NMB RALEIGH GENERAL HOSPITAL,,1,1,1,0,0,0,0
520004-NMB ST FRANCIS MEDICAL CENTER,,1,1,1,0,0,0,0
520008-NMB Waukesha Memorial Hospital,,6,5,4,1,0,1,0
520009-NMB St. Elizabeth Hospital,,1,1,1,0,0,0,0
520021-N01 UHS - St. Catherine's Medical Center Campus,,4,3,4,1,0,0,0
520030-NMB WAUSAU HOSPITALS INC,,23,21,19,10,1,12,1
520037-NMB Ministry St. Joseph's Hospital - Marshfield,,2,2,2,0,0,1,0
520038-NMB Aurora Medical Center Washington County,,1,1,1,0,0,0,0
520045-NMB ThedaCare Regional Medical Center-Neenah,,15,14,13,6,2,8,0
520048-NMB Mercy Medical Center - Oshkosh,,2,2,2,1,0,0,0
520049-NMB Bellin Health Hospital,,1,1,1,0,0,0,0
520051-NMB Columbia St. Mary's Hospital - Milwaukee,,10,8,8,2,3,4,0
520062-NMB Oconomowoc Memorial Hospital,,1,1,1,1,0,1,0
520066-NMB Mercy Health System,,4,4,3,1,0,1,0
520070-NMB LUTHER HOSPITAL,,12,10,10,2,2,5,0
520075-NMB HSHS St. Vincent Hospital,,6,5,5,4,1,3,0
520078-NMB Wheaton Franciscan Healthcare - St. Francis,,1,1,1,0,1,1,0
520083-NMB St. Mary's Hospital - Madison,,9,7,9,1,0,2,0
520087-NMB Gundersen Lutheran Medical Center,,18,17,15,8,4,7,0
520089-NMB UnityPoint Health-Meriter,,4,4,2,0,0,1,0
520091-NMB Howard Young Medical Center,,1,1,1,0,0,0,0
520096-NMB Wheaton Franciscan Healthcare - All Saints,,2,2,2,0,0,0,0
520098-NMB AFCH American Family Children's Hospital,,6,6,4,4,1,2,0
520098-TX1 UWHC,,54,50,43,14,6,17,0
520100-NMB Beloit Memorial Hospital,,2,2,1,0,0,0,0
520103-NMB Community Memorial Hospital,,1,0,1,0,0,0,0
520136-NMB Wheaton Franciscan - St. Joseph,,1,1,1,1,0,0,0
520138-TX1 ST. LUKES MEDICAL CENTER,,23,22,21,7,1,6,0
520160-NMB ThedaCare Regional Medical Center-Appleton,,2,2,1,0,1,0,0
520177-TX1 Froedtert Hospital,,45,45,33,22,8,10,1
520193-NMB Aurora Baycare Medical Center,,14,14,12,3,2,2,0
520198-NMB Aurora Medical Center of Oshkosh,,3,3,2,0,0,0,0
520207-NMB Aurora Medical Center Grafton,,1,1,1,0,0,0,0
523300-TX1 Children's Hospital of Wisconsin,,10,9,6,3,4,0,1
530012-NMB WYOMING MEDICAL CTR,,8,8,4,3,0,3,0
530014-NMB Cheyenne Regional Medical Center,,2,2,1,1,0,1,0
670023-NMB Methodist Mansfield Medical Center,,2,2,2,2,1,1,0
670024-NMB North Cypress Medical Center,,4,4,3,0,0,1,0
670041-NMB SETON MEDICAL CENTER WILLIAMSON,,14,14,11,5,2,5,0
670047-NMB Sierra Providence East Medical Center,,10,9,8,5,0,5,0
670053-NMB CHI St. Luke's Health - Sugar Land Hospital,,4,4,3,1,0,1,0
670055-NMB METHODIST STONE OAK HOSPITAL,,5,5,3,1,0,1,0
670075-NMB CHI St. Luke's Health - The Vintage Hospital,,3,2,3,1,0,0,0
670077-NMB Houston Methodist West Hospital,,7,7,7,3,1,1,0
"670080-NMB Seton, Harker Heights",,2,2,1,1,0,1,0
"670082-NMB Baylor, McKinney",,3,3,3,1,0,1,0
670084-NMB Texas Health Harris Methodist Alliance Hospital,,1,1,0,0,0,0,0
720999-NMB PRESBYTERIAN HOSPITAL PLANO,,10,10,9,4,2,7,0
723303-NMB CHRISTUS SPOHN HOSPITAL SHORELINE,,19,17,16,7,3,12,0
723304-NMB CHRISTUS SPOHN HOSPITAL SOUTH,,1,1,0,0,0,0,0
TXDR-TX1 Doctor's Hospital at Renaissance,,11,11,0,0,0,0,0
TXDS-TX1 Dell Seton Med Ctr - University of Texas at Austin,,29,29,0,0,0,0,0
SCPG-TX1 Prisma Health Greenville Memorial Hospital,,13,13,0,0,0,0,0
TXVA-TX1 Michael E. DeBakey VA Medical Center,,3,3,0,0,0,0,0
NYCC-TX1 Long Island Jewish-Cohen Children's Medical Center,,6,6,0,0,0,0,0
FLSH-TX1 Ascension Sacred Heart Pensacola,,6,6,0,0,0,0,0
FLMR-TX1 Memorial Regional Hospital,,43,43,0,0,0,0,0
100012-N01 Golisano Children’s Hospital of Southwest Florida,,1,1,1,1,1,0,1
370093-N01 OU Medicine – The Children's Hospital,,5,5,4,3,1,1,0
310069-N01 Inspira Medical Center Mullica Hill,,3,3,3,0,0,0,0
080009-N01 Bayhealth Hospital – Sussex Campus,,1,1,1,1,0,0,0
360373-NMB Nationwide Children's Hospital - Toledo,,1,1,1,1,0,0,0
140187-N01 ST. ELIZABETHS HOSPITAL,,3,3,2,0,0,0,0
102015-NMB KINDRED HOSPITAL NORTH FLORIDA,,1,1,0,0,0,0,0
100038-TX1  MEMORIAL REGIONAL/JOE DIMAGGIO CHILDREN'S HOSP,,5,5,3,5,1,2,0
"670088-NMB Baylor Scott & White, College Station",,1,1,1,0,0,1,0
"440025-NMB LAUGHLIN MEMORIAL HOSPITAL, INC",,2,2,1,0,0,1,0
453065-NMB CHRISTUS ST MICHAEL REHAB HOSPITAL,,1,1,1,0,0,1,0
460051-N02 Mountain Point Medical Center,,1,1,0,0,0,0,0
370215-N01 Oklahoma Heart Hospital,,2,2,2,0,0,0,0
140239-N01 Javon Bea Hospital-Riverside Mercyhealth,,10,9,7,3,3,4,0
100007-N05 Florida Hospital Winter Garden,,3,3,2,2,1,2,0
"240080-N02 UMMC, Fairview, University East Bank Campus",,35,34,32,3,0,4,0
100288-NMB SAINT MARY'S MEDICAL CENTER,,12,11,11,6,3,6,0
110029-N01 Northeast Ga Medical Center - Braselton Campus,,1,1,1,1,0,1,0
"150165-NMB FRANCISCAN PHYSICIANS HOSPITAL, LLC",,2,2,1,0,0,0,0
450651-N01 Medical City Frisco,,1,1,0,0,0,0,0
